"","ay","age","amount","metric","eval_date"
"2002.1351",2002,135,1.005,"ind_itdrptd",2014-03-31
"2003.1351",2003,135,1.008,"ind_itdrptd",2015-03-31
"2004.1351",2004,135,1.006,"ind_itdrptd",2016-03-31
"2005.1351",2005,135,1.006,"ind_itdrptd",2017-03-31
"2006.1351",2006,135,1.005,"ind_itdrptd",2018-03-31
"2007.1351",2007,135,1.009,"ind_itdrptd",2019-03-31
"1997.1471",1997,147,1.002,"ind_itdrptd",2010-03-31
"1998.1471",1998,147,1.004,"ind_itdrptd",2011-03-31
"1999.1471",1999,147,1.004,"ind_itdrptd",2012-03-31
"2000.1471",2000,147,1.003,"ind_itdrptd",2013-03-31
"2001.1471",2001,147,1.005,"ind_itdrptd",2014-03-31
"2002.1471",2002,147,1.002,"ind_itdrptd",2015-03-31
"2003.1471",2003,147,1.002,"ind_itdrptd",2016-03-31
"2004.1471",2004,147,1.003,"ind_itdrptd",2017-03-31
"2005.1471",2005,147,1.004,"ind_itdrptd",2018-03-31
"2006.1471",2006,147,1.002,"ind_itdrptd",2019-03-31
"1996.1591",1996,159,1,"ind_itdrptd",2010-03-31
"1997.1591",1997,159,1.003,"ind_itdrptd",2011-03-31
"1998.1591",1998,159,1.004,"ind_itdrptd",2012-03-31
"1999.1591",1999,159,1.003,"ind_itdrptd",2013-03-31
"2000.1591",2000,159,1.002,"ind_itdrptd",2014-03-31
"2001.1591",2001,159,1.003,"ind_itdrptd",2015-03-31
"2002.1591",2002,159,1.001,"ind_itdrptd",2016-03-31
"2003.1591",2003,159,1.003,"ind_itdrptd",2017-03-31
"2004.1591",2004,159,1.001,"ind_itdrptd",2018-03-31
"2005.1591",2005,159,1.004,"ind_itdrptd",2019-03-31
"1995.1711",1995,171,1.001,"ind_itdrptd",2010-03-31
"1996.1711",1996,171,0.999,"ind_itdrptd",2011-03-31
"1997.1711",1997,171,1.002,"ind_itdrptd",2012-03-31
"1998.1711",1998,171,1,"ind_itdrptd",2013-03-31
"1999.1711",1999,171,1.002,"ind_itdrptd",2014-03-31
"2000.1711",2000,171,1.003,"ind_itdrptd",2015-03-31
"2001.1711",2001,171,1.001,"ind_itdrptd",2016-03-31
"2002.1711",2002,171,1.003,"ind_itdrptd",2017-03-31
"2003.1711",2003,171,1.003,"ind_itdrptd",2018-03-31
"2004.1711",2004,171,1.002,"ind_itdrptd",2019-03-31
"1994.1831",1994,183,0.999,"ind_itdrptd",2010-03-31
"1995.1831",1995,183,1.002,"ind_itdrptd",2011-03-31
"1996.1831",1996,183,1.002,"ind_itdrptd",2012-03-31
"1997.1831",1997,183,1.001,"ind_itdrptd",2013-03-31
"1998.1831",1998,183,1.003,"ind_itdrptd",2014-03-31
"1999.1831",1999,183,1.002,"ind_itdrptd",2015-03-31
"2000.1831",2000,183,1.002,"ind_itdrptd",2016-03-31
"2001.1831",2001,183,1.002,"ind_itdrptd",2017-03-31
"2002.1831",2002,183,1.002,"ind_itdrptd",2018-03-31
"2003.1831",2003,183,1.002,"ind_itdrptd",2019-03-31
"1993.1951",1993,195,0.999,"ind_itdrptd",2010-03-31
"1994.1951",1994,195,1.001,"ind_itdrptd",2011-03-31
"1995.1951",1995,195,1.001,"ind_itdrptd",2012-03-31
"1996.1951",1996,195,1.001,"ind_itdrptd",2013-03-31
"1997.1951",1997,195,1.001,"ind_itdrptd",2014-03-31
"1998.1951",1998,195,1.001,"ind_itdrptd",2015-03-31
"1999.1951",1999,195,1,"ind_itdrptd",2016-03-31
"2000.1951",2000,195,1,"ind_itdrptd",2017-03-31
"2001.1951",2001,195,1.001,"ind_itdrptd",2018-03-31
"2002.1951",2002,195,1.002,"ind_itdrptd",2019-03-31
"1992.2071",1992,207,1,"ind_itdrptd",2010-03-31
"1993.2071",1993,207,1,"ind_itdrptd",2011-03-31
"1994.2071",1994,207,1.001,"ind_itdrptd",2012-03-31
"1995.2071",1995,207,1.002,"ind_itdrptd",2013-03-31
"1996.2071",1996,207,1.002,"ind_itdrptd",2014-03-31
"1997.2071",1997,207,1,"ind_itdrptd",2015-03-31
"1998.2071",1998,207,1.002,"ind_itdrptd",2016-03-31
"1999.2071",1999,207,1,"ind_itdrptd",2017-03-31
"2000.2071",2000,207,1.002,"ind_itdrptd",2018-03-31
"2001.2071",2001,207,1.001,"ind_itdrptd",2019-03-31
"1991.2191",1991,219,1.001,"ind_itdrptd",2010-03-31
"1992.2191",1992,219,1.001,"ind_itdrptd",2011-03-31
"1993.2191",1993,219,1.001,"ind_itdrptd",2012-03-31
"1994.2191",1994,219,1.002,"ind_itdrptd",2013-03-31
"1995.2191",1995,219,0.999,"ind_itdrptd",2014-03-31
"1996.2191",1996,219,1.001,"ind_itdrptd",2015-03-31
"1997.2191",1997,219,1,"ind_itdrptd",2016-03-31
"1998.2191",1998,219,1.002,"ind_itdrptd",2017-03-31
"1999.2191",1999,219,1,"ind_itdrptd",2018-03-31
"2000.2191",2000,219,1.001,"ind_itdrptd",2019-03-31
"1990.2311",1990,231,1,"ind_itdrptd",2010-03-31
"1991.2311",1991,231,1,"ind_itdrptd",2011-03-31
"1992.2311",1992,231,1.001,"ind_itdrptd",2012-03-31
"1993.2311",1993,231,1.001,"ind_itdrptd",2013-03-31
"1994.2311",1994,231,1.001,"ind_itdrptd",2014-03-31
"1995.2311",1995,231,0.999,"ind_itdrptd",2015-03-31
"1996.2311",1996,231,1,"ind_itdrptd",2016-03-31
"1997.2311",1997,231,1,"ind_itdrptd",2017-03-31
"1998.2311",1998,231,1.001,"ind_itdrptd",2018-03-31
"1999.2311",1999,231,1.002,"ind_itdrptd",2019-03-31
"1989.2431",1989,243,1.001,"ind_itdrptd",2010-03-31
"1990.2431",1990,243,1,"ind_itdrptd",2011-03-31
"1991.2431",1991,243,1,"ind_itdrptd",2012-03-31
"1992.2431",1992,243,1.001,"ind_itdrptd",2013-03-31
"1993.2431",1993,243,1.001,"ind_itdrptd",2014-03-31
"1994.2431",1994,243,1.001,"ind_itdrptd",2015-03-31
"1995.2431",1995,243,1.001,"ind_itdrptd",2016-03-31
"1996.2431",1996,243,1.001,"ind_itdrptd",2017-03-31
"1997.2431",1997,243,0.999,"ind_itdrptd",2018-03-31
"1998.2431",1998,243,1,"ind_itdrptd",2019-03-31
"1988.2551",1988,255,1,"ind_itdrptd",2010-03-31
"1989.2551",1989,255,1.001,"ind_itdrptd",2011-03-31
"1990.2551",1990,255,1.001,"ind_itdrptd",2012-03-31
"1991.2551",1991,255,1,"ind_itdrptd",2013-03-31
"1992.2551",1992,255,1.001,"ind_itdrptd",2014-03-31
"1993.2551",1993,255,1.001,"ind_itdrptd",2015-03-31
"1994.2551",1994,255,1.001,"ind_itdrptd",2016-03-31
"1995.2551",1995,255,1,"ind_itdrptd",2017-03-31
"1996.2551",1996,255,1.001,"ind_itdrptd",2018-03-31
"1997.2551",1997,255,1.001,"ind_itdrptd",2019-03-31
"1987.2671",1987,267,1,"ind_itdrptd",2010-03-31
"1988.2671",1988,267,1.002,"ind_itdrptd",2011-03-31
"1989.2671",1989,267,1.001,"ind_itdrptd",2012-03-31
"1990.2671",1990,267,1,"ind_itdrptd",2013-03-31
"1991.2671",1991,267,1.001,"ind_itdrptd",2014-03-31
"1992.2671",1992,267,1,"ind_itdrptd",2015-03-31
"1993.2671",1993,267,1,"ind_itdrptd",2016-03-31
"1994.2671",1994,267,1.001,"ind_itdrptd",2017-03-31
"1995.2671",1995,267,1.001,"ind_itdrptd",2018-03-31
"1996.2671",1996,267,1,"ind_itdrptd",2019-03-31
"1986.2791",1986,279,1.001,"ind_itdrptd",2010-03-31
"1987.2791",1987,279,1,"ind_itdrptd",2011-03-31
"1988.2791",1988,279,1.002,"ind_itdrptd",2012-03-31
"1989.2791",1989,279,1,"ind_itdrptd",2013-03-31
"1990.2791",1990,279,1,"ind_itdrptd",2014-03-31
"1991.2791",1991,279,1,"ind_itdrptd",2015-03-31
"1992.2791",1992,279,1,"ind_itdrptd",2016-03-31
"1993.2791",1993,279,1,"ind_itdrptd",2017-03-31
"1994.2791",1994,279,1,"ind_itdrptd",2018-03-31
"1995.2791",1995,279,0.999,"ind_itdrptd",2019-03-31
"1985.2911",1985,291,1,"ind_itdrptd",2010-03-31
"1986.2911",1986,291,1,"ind_itdrptd",2011-03-31
"1987.2911",1987,291,1.002,"ind_itdrptd",2012-03-31
"1988.2911",1988,291,1.001,"ind_itdrptd",2013-03-31
"1989.2911",1989,291,1,"ind_itdrptd",2014-03-31
"1990.2911",1990,291,1,"ind_itdrptd",2015-03-31
"1991.2911",1991,291,1,"ind_itdrptd",2016-03-31
"1992.2911",1992,291,1,"ind_itdrptd",2017-03-31
"1993.2911",1993,291,1,"ind_itdrptd",2018-03-31
"1994.2911",1994,291,1.001,"ind_itdrptd",2019-03-31
"1984.3031",1984,303,1.001,"ind_itdrptd",2010-03-31
"1985.3031",1985,303,1.001,"ind_itdrptd",2011-03-31
"1986.3031",1986,303,1.002,"ind_itdrptd",2012-03-31
"1987.3031",1987,303,1.001,"ind_itdrptd",2013-03-31
"1988.3031",1988,303,1,"ind_itdrptd",2014-03-31
"1989.3031",1989,303,1,"ind_itdrptd",2015-03-31
"1990.3031",1990,303,1,"ind_itdrptd",2016-03-31
"1991.3031",1991,303,1,"ind_itdrptd",2017-03-31
"1992.3031",1992,303,1,"ind_itdrptd",2018-03-31
"1993.3031",1993,303,1,"ind_itdrptd",2019-03-31
"1983.3151",1983,315,1,"ind_itdrptd",2010-03-31
"1984.3151",1984,315,1.001,"ind_itdrptd",2011-03-31
"1985.3151",1985,315,1.001,"ind_itdrptd",2012-03-31
"1986.3151",1986,315,1.002,"ind_itdrptd",2013-03-31
"1987.3151",1987,315,1,"ind_itdrptd",2014-03-31
"1988.3151",1988,315,1,"ind_itdrptd",2015-03-31
"1989.3151",1989,315,1.001,"ind_itdrptd",2016-03-31
"1990.3151",1990,315,1,"ind_itdrptd",2017-03-31
"1991.3151",1991,315,1,"ind_itdrptd",2018-03-31
"1992.3151",1992,315,1,"ind_itdrptd",2019-03-31
"1983.3271",1983,327,1.001,"ind_itdrptd",2011-03-31
"1984.3271",1984,327,1,"ind_itdrptd",2012-03-31
"1985.3271",1985,327,1.001,"ind_itdrptd",2013-03-31
"1986.3271",1986,327,1.001,"ind_itdrptd",2014-03-31
"1987.3271",1987,327,1,"ind_itdrptd",2015-03-31
"1988.3271",1988,327,1,"ind_itdrptd",2016-03-31
"1989.3271",1989,327,1.001,"ind_itdrptd",2017-03-31
"1990.3271",1990,327,1.001,"ind_itdrptd",2018-03-31
"1991.3271",1991,327,1,"ind_itdrptd",2019-03-31
"1983.3391",1983,339,1.001,"ind_itdrptd",2012-03-31
"1984.3391",1984,339,1.001,"ind_itdrptd",2013-03-31
"1985.3391",1985,339,1.001,"ind_itdrptd",2014-03-31
"1986.3391",1986,339,1,"ind_itdrptd",2015-03-31
"1987.3391",1987,339,1.001,"ind_itdrptd",2016-03-31
"1988.3391",1988,339,1.001,"ind_itdrptd",2017-03-31
"1989.3391",1989,339,1,"ind_itdrptd",2018-03-31
"1990.3391",1990,339,1,"ind_itdrptd",2019-03-31
"1983.3511",1983,351,1.001,"ind_itdrptd",2013-03-31
"1984.3511",1984,351,1.001,"ind_itdrptd",2014-03-31
"1985.3511",1985,351,1,"ind_itdrptd",2015-03-31
"1986.3511",1986,351,1,"ind_itdrptd",2016-03-31
"1987.3511",1987,351,1,"ind_itdrptd",2017-03-31
"1988.3511",1988,351,1,"ind_itdrptd",2018-03-31
"1989.3511",1989,351,1.001,"ind_itdrptd",2019-03-31
"1983.3631",1983,363,1.001,"ind_itdrptd",2014-03-31
"1984.3631",1984,363,0.999,"ind_itdrptd",2015-03-31
"1985.3631",1985,363,1,"ind_itdrptd",2016-03-31
"1986.3631",1986,363,1,"ind_itdrptd",2017-03-31
"1987.3631",1987,363,1.001,"ind_itdrptd",2018-03-31
"1988.3631",1988,363,1,"ind_itdrptd",2019-03-31
"1983.3751",1983,375,1,"ind_itdrptd",2015-03-31
"1984.3751",1984,375,1,"ind_itdrptd",2016-03-31
"1985.3751",1985,375,1,"ind_itdrptd",2017-03-31
"1986.3751",1986,375,1,"ind_itdrptd",2018-03-31
"1987.3751",1987,375,1,"ind_itdrptd",2019-03-31
"1983.3871",1983,387,1.001,"ind_itdrptd",2016-03-31
"1984.3871",1984,387,1,"ind_itdrptd",2017-03-31
"1985.3871",1985,387,1,"ind_itdrptd",2018-03-31
"1986.3871",1986,387,1,"ind_itdrptd",2019-03-31
"1983.3991",1983,399,1.001,"ind_itdrptd",2017-03-31
"1984.3991",1984,399,1.001,"ind_itdrptd",2018-03-31
"1985.3991",1985,399,1,"ind_itdrptd",2019-03-31
"2008.152",2008,15,1.826,"med_itdpaid",2010-03-31
"2009.152",2009,15,1.876,"med_itdpaid",2011-03-31
"2010.152",2010,15,1.926,"med_itdpaid",2012-03-31
"2011.152",2011,15,1.957,"med_itdpaid",2013-03-31
"2012.152",2012,15,1.983,"med_itdpaid",2014-03-31
"2013.152",2013,15,1.939,"med_itdpaid",2015-03-31
"2014.152",2014,15,1.936,"med_itdpaid",2016-03-31
"2015.152",2015,15,1.955,"med_itdpaid",2017-03-31
"2016.152",2016,15,1.876,"med_itdpaid",2018-03-31
"2017.152",2017,15,1.838,"med_itdpaid",2019-03-31
"2007.272",2007,27,1.352,"med_itdpaid",2010-03-31
"2008.272",2008,27,1.359,"med_itdpaid",2011-03-31
"2009.272",2009,27,1.385,"med_itdpaid",2012-03-31
"2010.272",2010,27,1.402,"med_itdpaid",2013-03-31
"2011.272",2011,27,1.401,"med_itdpaid",2014-03-31
"2012.272",2012,27,1.398,"med_itdpaid",2015-03-31
"2013.272",2013,27,1.39,"med_itdpaid",2016-03-31
"2014.272",2014,27,1.387,"med_itdpaid",2017-03-31
"2015.272",2015,27,1.359,"med_itdpaid",2018-03-31
"2016.272",2016,27,1.339,"med_itdpaid",2019-03-31
"2006.392",2006,39,1.195,"med_itdpaid",2010-03-31
"2007.392",2007,39,1.203,"med_itdpaid",2011-03-31
"2008.392",2008,39,1.208,"med_itdpaid",2012-03-31
"2009.392",2009,39,1.221,"med_itdpaid",2013-03-31
"2010.392",2010,39,1.237,"med_itdpaid",2014-03-31
"2011.392",2011,39,1.217,"med_itdpaid",2015-03-31
"2012.392",2012,39,1.213,"med_itdpaid",2016-03-31
"2013.392",2013,39,1.206,"med_itdpaid",2017-03-31
"2014.392",2014,39,1.194,"med_itdpaid",2018-03-31
"2015.392",2015,39,1.185,"med_itdpaid",2019-03-31
"2005.512",2005,51,1.123,"med_itdpaid",2010-03-31
"2006.512",2006,51,1.126,"med_itdpaid",2011-03-31
"2007.512",2007,51,1.12,"med_itdpaid",2012-03-31
"2008.512",2008,51,1.134,"med_itdpaid",2013-03-31
"2009.512",2009,51,1.15,"med_itdpaid",2014-03-31
"2010.512",2010,51,1.133,"med_itdpaid",2015-03-31
"2011.512",2011,51,1.131,"med_itdpaid",2016-03-31
"2012.512",2012,51,1.128,"med_itdpaid",2017-03-31
"2013.512",2013,51,1.111,"med_itdpaid",2018-03-31
"2014.512",2014,51,1.105,"med_itdpaid",2019-03-31
"2004.632",2004,63,1.086,"med_itdpaid",2010-03-31
"2005.632",2005,63,1.091,"med_itdpaid",2011-03-31
"2006.632",2006,63,1.085,"med_itdpaid",2012-03-31
"2007.632",2007,63,1.092,"med_itdpaid",2013-03-31
"2008.632",2008,63,1.098,"med_itdpaid",2014-03-31
"2009.632",2009,63,1.095,"med_itdpaid",2015-03-31
"2010.632",2010,63,1.087,"med_itdpaid",2016-03-31
"2011.632",2011,63,1.082,"med_itdpaid",2017-03-31
"2012.632",2012,63,1.076,"med_itdpaid",2018-03-31
"2013.632",2013,63,1.068,"med_itdpaid",2019-03-31
"2003.752",2003,75,1.055,"med_itdpaid",2010-03-31
"2004.752",2004,75,1.066,"med_itdpaid",2011-03-31
"2005.752",2005,75,1.063,"med_itdpaid",2012-03-31
"2006.752",2006,75,1.064,"med_itdpaid",2013-03-31
"2007.752",2007,75,1.079,"med_itdpaid",2014-03-31
"2008.752",2008,75,1.067,"med_itdpaid",2015-03-31
"2009.752",2009,75,1.062,"med_itdpaid",2016-03-31
"2010.752",2010,75,1.06,"med_itdpaid",2017-03-31
"2011.752",2011,75,1.055,"med_itdpaid",2018-03-31
"2012.752",2012,75,1.051,"med_itdpaid",2019-03-31
"2002.872",2002,87,1.043,"med_itdpaid",2010-03-31
"2003.872",2003,87,1.045,"med_itdpaid",2011-03-31
"2004.872",2004,87,1.047,"med_itdpaid",2012-03-31
"2005.872",2005,87,1.053,"med_itdpaid",2013-03-31
"2006.872",2006,87,1.057,"med_itdpaid",2014-03-31
"2007.872",2007,87,1.051,"med_itdpaid",2015-03-31
"2008.872",2008,87,1.047,"med_itdpaid",2016-03-31
"2009.872",2009,87,1.042,"med_itdpaid",2017-03-31
"2010.872",2010,87,1.039,"med_itdpaid",2018-03-31
"2011.872",2011,87,1.037,"med_itdpaid",2019-03-31
"2001.992",2001,99,1.037,"med_itdpaid",2010-03-31
"2002.992",2002,99,1.032,"med_itdpaid",2011-03-31
"2003.992",2003,99,1.033,"med_itdpaid",2012-03-31
"2004.992",2004,99,1.039,"med_itdpaid",2013-03-31
"2005.992",2005,99,1.051,"med_itdpaid",2014-03-31
"2006.992",2006,99,1.04,"med_itdpaid",2015-03-31
"2007.992",2007,99,1.038,"med_itdpaid",2016-03-31
"2008.992",2008,99,1.033,"med_itdpaid",2017-03-31
"2009.992",2009,99,1.029,"med_itdpaid",2018-03-31
"2010.992",2010,99,1.027,"med_itdpaid",2019-03-31
"2000.1112",2000,111,1.03,"med_itdpaid",2010-03-31
"2001.1112",2001,111,1.033,"med_itdpaid",2011-03-31
"2002.1112",2002,111,1.027,"med_itdpaid",2012-03-31
"2003.1112",2003,111,1.029,"med_itdpaid",2013-03-31
"2004.1112",2004,111,1.041,"med_itdpaid",2014-03-31
"2005.1112",2005,111,1.037,"med_itdpaid",2015-03-31
"2006.1112",2006,111,1.032,"med_itdpaid",2016-03-31
"2007.1112",2007,111,1.028,"med_itdpaid",2017-03-31
"2008.1112",2008,111,1.024,"med_itdpaid",2018-03-31
"2009.1112",2009,111,1.023,"med_itdpaid",2019-03-31
"1999.1232",1999,123,1.03,"med_itdpaid",2010-03-31
"2000.1232",2000,123,1.026,"med_itdpaid",2011-03-31
"2001.1232",2001,123,1.026,"med_itdpaid",2012-03-31
"2002.1232",2002,123,1.024,"med_itdpaid",2013-03-31
"2003.1232",2003,123,1.033,"med_itdpaid",2014-03-31
"2004.1232",2004,123,1.031,"med_itdpaid",2015-03-31
"2005.1232",2005,123,1.029,"med_itdpaid",2016-03-31
"2006.1232",2006,123,1.023,"med_itdpaid",2017-03-31
"2007.1232",2007,123,1.021,"med_itdpaid",2018-03-31
"2008.1232",2008,123,1.019,"med_itdpaid",2019-03-31
"1998.1352",1998,135,1.027,"med_itdpaid",2010-03-31
"1999.1352",1999,135,1.025,"med_itdpaid",2011-03-31
"2000.1352",2000,135,1.022,"med_itdpaid",2012-03-31
"2001.1352",2001,135,1.022,"med_itdpaid",2013-03-31
"2002.1352",2002,135,1.026,"med_itdpaid",2014-03-31
"2003.1352",2003,135,1.025,"med_itdpaid",2015-03-31
"2004.1352",2004,135,1.022,"med_itdpaid",2016-03-31
"2005.1352",2005,135,1.02,"med_itdpaid",2017-03-31
"2006.1352",2006,135,1.018,"med_itdpaid",2018-03-31
"2007.1352",2007,135,1.019,"med_itdpaid",2019-03-31
"1997.1472",1997,147,1.02,"med_itdpaid",2010-03-31
"1998.1472",1998,147,1.021,"med_itdpaid",2011-03-31
"1999.1472",1999,147,1.02,"med_itdpaid",2012-03-31
"2000.1472",2000,147,1.02,"med_itdpaid",2013-03-31
"2001.1472",2001,147,1.026,"med_itdpaid",2014-03-31
"2002.1472",2002,147,1.018,"med_itdpaid",2015-03-31
"2003.1472",2003,147,1.018,"med_itdpaid",2016-03-31
"2004.1472",2004,147,1.017,"med_itdpaid",2017-03-31
"2005.1472",2005,147,1.017,"med_itdpaid",2018-03-31
"2006.1472",2006,147,1.015,"med_itdpaid",2019-03-31
"1996.1592",1996,159,1.022,"med_itdpaid",2010-03-31
"1997.1592",1997,159,1.019,"med_itdpaid",2011-03-31
"1998.1592",1998,159,1.017,"med_itdpaid",2012-03-31
"1999.1592",1999,159,1.016,"med_itdpaid",2013-03-31
"2000.1592",2000,159,1.021,"med_itdpaid",2014-03-31
"2001.1592",2001,159,1.019,"med_itdpaid",2015-03-31
"2002.1592",2002,159,1.015,"med_itdpaid",2016-03-31
"2003.1592",2003,159,1.015,"med_itdpaid",2017-03-31
"2004.1592",2004,159,1.014,"med_itdpaid",2018-03-31
"2005.1592",2005,159,1.013,"med_itdpaid",2019-03-31
"1995.1712",1995,171,1.018,"med_itdpaid",2010-03-31
"1996.1712",1996,171,1.014,"med_itdpaid",2011-03-31
"1997.1712",1997,171,1.014,"med_itdpaid",2012-03-31
"1998.1712",1998,171,1.019,"med_itdpaid",2013-03-31
"1999.1712",1999,171,1.018,"med_itdpaid",2014-03-31
"2000.1712",2000,171,1.016,"med_itdpaid",2015-03-31
"2001.1712",2001,171,1.017,"med_itdpaid",2016-03-31
"2002.1712",2002,171,1.011,"med_itdpaid",2017-03-31
"2003.1712",2003,171,1.012,"med_itdpaid",2018-03-31
"2004.1712",2004,171,1.011,"med_itdpaid",2019-03-31
"1994.1832",1994,183,1.012,"med_itdpaid",2010-03-31
"1995.1832",1995,183,1.017,"med_itdpaid",2011-03-31
"1996.1832",1996,183,1.014,"med_itdpaid",2012-03-31
"1997.1832",1997,183,1.014,"med_itdpaid",2013-03-31
"1998.1832",1998,183,1.018,"med_itdpaid",2014-03-31
"1999.1832",1999,183,1.018,"med_itdpaid",2015-03-31
"2000.1832",2000,183,1.012,"med_itdpaid",2016-03-31
"2001.1832",2001,183,1.012,"med_itdpaid",2017-03-31
"2002.1832",2002,183,1.011,"med_itdpaid",2018-03-31
"2003.1832",2003,183,1.011,"med_itdpaid",2019-03-31
"1993.1952",1993,195,1.011,"med_itdpaid",2010-03-31
"1994.1952",1994,195,1.013,"med_itdpaid",2011-03-31
"1995.1952",1995,195,1.013,"med_itdpaid",2012-03-31
"1996.1952",1996,195,1.014,"med_itdpaid",2013-03-31
"1997.1952",1997,195,1.015,"med_itdpaid",2014-03-31
"1998.1952",1998,195,1.017,"med_itdpaid",2015-03-31
"1999.1952",1999,195,1.014,"med_itdpaid",2016-03-31
"2000.1952",2000,195,1.011,"med_itdpaid",2017-03-31
"2001.1952",2001,195,1.01,"med_itdpaid",2018-03-31
"2002.1952",2002,195,1.009,"med_itdpaid",2019-03-31
"1992.2072",1992,207,1.007,"med_itdpaid",2010-03-31
"1993.2072",1993,207,1.011,"med_itdpaid",2011-03-31
"1994.2072",1994,207,1.009,"med_itdpaid",2012-03-31
"1995.2072",1995,207,1.012,"med_itdpaid",2013-03-31
"1996.2072",1996,207,1.014,"med_itdpaid",2014-03-31
"1997.2072",1997,207,1.013,"med_itdpaid",2015-03-31
"1998.2072",1998,207,1.013,"med_itdpaid",2016-03-31
"1999.2072",1999,207,1.012,"med_itdpaid",2017-03-31
"2000.2072",2000,207,1.008,"med_itdpaid",2018-03-31
"2001.2072",2001,207,1.01,"med_itdpaid",2019-03-31
"1991.2192",1991,219,1.006,"med_itdpaid",2010-03-31
"1992.2192",1992,219,1.007,"med_itdpaid",2011-03-31
"1993.2192",1993,219,1.011,"med_itdpaid",2012-03-31
"1994.2192",1994,219,1.009,"med_itdpaid",2013-03-31
"1995.2192",1995,219,1.016,"med_itdpaid",2014-03-31
"1996.2192",1996,219,1.014,"med_itdpaid",2015-03-31
"1997.2192",1997,219,1.01,"med_itdpaid",2016-03-31
"1998.2192",1998,219,1.01,"med_itdpaid",2017-03-31
"1999.2192",1999,219,1.009,"med_itdpaid",2018-03-31
"2000.2192",2000,219,1.008,"med_itdpaid",2019-03-31
"1990.2312",1990,231,1.005,"med_itdpaid",2010-03-31
"1991.2312",1991,231,1.006,"med_itdpaid",2011-03-31
"1992.2312",1992,231,1,"med_itdpaid",2012-03-31
"1993.2312",1993,231,1.009,"med_itdpaid",2013-03-31
"1994.2312",1994,231,1.012,"med_itdpaid",2014-03-31
"1995.2312",1995,231,1.013,"med_itdpaid",2015-03-31
"1996.2312",1996,231,1.01,"med_itdpaid",2016-03-31
"1997.2312",1997,231,1.006,"med_itdpaid",2017-03-31
"1998.2312",1998,231,1.007,"med_itdpaid",2018-03-31
"1999.2312",1999,231,1.009,"med_itdpaid",2019-03-31
"1989.2432",1989,243,1.005,"med_itdpaid",2010-03-31
"1990.2432",1990,243,1.005,"med_itdpaid",2011-03-31
"1991.2432",1991,243,1.005,"med_itdpaid",2012-03-31
"1992.2432",1992,243,1.007,"med_itdpaid",2013-03-31
"1993.2432",1993,243,1.013,"med_itdpaid",2014-03-31
"1994.2432",1994,243,1.01,"med_itdpaid",2015-03-31
"1995.2432",1995,243,1.011,"med_itdpaid",2016-03-31
"1996.2432",1996,243,1.007,"med_itdpaid",2017-03-31
"1997.2432",1997,243,1.006,"med_itdpaid",2018-03-31
"1998.2432",1998,243,1.008,"med_itdpaid",2019-03-31
"1988.2552",1988,255,1.005,"med_itdpaid",2010-03-31
"1989.2552",1989,255,1.005,"med_itdpaid",2011-03-31
"1990.2552",1990,255,1.006,"med_itdpaid",2012-03-31
"1991.2552",1991,255,1.006,"med_itdpaid",2013-03-31
"1992.2552",1992,255,1.007,"med_itdpaid",2014-03-31
