"","ay","age","amount","metric","eval_date"
"1993.2552",1993,255,1.01,"med_itdpaid",2015-03-31
"1994.2552",1994,255,1.008,"med_itdpaid",2016-03-31
"1995.2552",1995,255,1.013,"med_itdpaid",2017-03-31
"1996.2552",1996,255,1.007,"med_itdpaid",2018-03-31
"1997.2552",1997,255,1.007,"med_itdpaid",2019-03-31
"1987.2672",1987,267,1.005,"med_itdpaid",2010-03-31
"1988.2672",1988,267,1.006,"med_itdpaid",2011-03-31
"1989.2672",1989,267,1.008,"med_itdpaid",2012-03-31
"1990.2672",1990,267,1.004,"med_itdpaid",2013-03-31
"1991.2672",1991,267,1.006,"med_itdpaid",2014-03-31
"1992.2672",1992,267,1.005,"med_itdpaid",2015-03-31
"1993.2672",1993,267,1.008,"med_itdpaid",2016-03-31
"1994.2672",1994,267,1.008,"med_itdpaid",2017-03-31
"1995.2672",1995,267,1.007,"med_itdpaid",2018-03-31
"1996.2672",1996,267,1.009,"med_itdpaid",2019-03-31
"1986.2792",1986,279,1.005,"med_itdpaid",2010-03-31
"1987.2792",1987,279,1.005,"med_itdpaid",2011-03-31
"1988.2792",1988,279,1.006,"med_itdpaid",2012-03-31
"1989.2792",1989,279,1.006,"med_itdpaid",2013-03-31
"1990.2792",1990,279,1.004,"med_itdpaid",2014-03-31
"1991.2792",1991,279,1.005,"med_itdpaid",2015-03-31
"1992.2792",1992,279,1.005,"med_itdpaid",2016-03-31
"1993.2792",1993,279,1.005,"med_itdpaid",2017-03-31
"1994.2792",1994,279,1.007,"med_itdpaid",2018-03-31
"1995.2792",1995,279,1.007,"med_itdpaid",2019-03-31
"1985.2912",1985,291,1.004,"med_itdpaid",2010-03-31
"1986.2912",1986,291,1.005,"med_itdpaid",2011-03-31
"1987.2912",1987,291,1.005,"med_itdpaid",2012-03-31
"1988.2912",1988,291,1.004,"med_itdpaid",2013-03-31
"1989.2912",1989,291,1.006,"med_itdpaid",2014-03-31
"1990.2912",1990,291,1.004,"med_itdpaid",2015-03-31
"1991.2912",1991,291,1.004,"med_itdpaid",2016-03-31
"1992.2912",1992,291,1.005,"med_itdpaid",2017-03-31
"1993.2912",1993,291,1.006,"med_itdpaid",2018-03-31
"1994.2912",1994,291,1.004,"med_itdpaid",2019-03-31
"1984.3032",1984,303,1.003,"med_itdpaid",2010-03-31
"1985.3032",1985,303,1.003,"med_itdpaid",2011-03-31
"1986.3032",1986,303,1.005,"med_itdpaid",2012-03-31
"1987.3032",1987,303,1.005,"med_itdpaid",2013-03-31
"1988.3032",1988,303,1.005,"med_itdpaid",2014-03-31
"1989.3032",1989,303,1.005,"med_itdpaid",2015-03-31
"1990.3032",1990,303,1.003,"med_itdpaid",2016-03-31
"1991.3032",1991,303,1.003,"med_itdpaid",2017-03-31
"1992.3032",1992,303,1.005,"med_itdpaid",2018-03-31
"1993.3032",1993,303,1.008,"med_itdpaid",2019-03-31
"1983.3152",1983,315,1.005,"med_itdpaid",2010-03-31
"1984.3152",1984,315,1.004,"med_itdpaid",2011-03-31
"1985.3152",1985,315,1.004,"med_itdpaid",2012-03-31
"1986.3152",1986,315,1.005,"med_itdpaid",2013-03-31
"1987.3152",1987,315,1.006,"med_itdpaid",2014-03-31
"1988.3152",1988,315,1.004,"med_itdpaid",2015-03-31
"1989.3152",1989,315,1.003,"med_itdpaid",2016-03-31
"1990.3152",1990,315,1.002,"med_itdpaid",2017-03-31
"1991.3152",1991,315,1.002,"med_itdpaid",2018-03-31
"1992.3152",1992,315,1.006,"med_itdpaid",2019-03-31
"1983.3272",1983,327,1.004,"med_itdpaid",2011-03-31
"1984.3272",1984,327,1.004,"med_itdpaid",2012-03-31
"1985.3272",1985,327,1.004,"med_itdpaid",2013-03-31
"1986.3272",1986,327,1.005,"med_itdpaid",2014-03-31
"1987.3272",1987,327,1.005,"med_itdpaid",2015-03-31
"1988.3272",1988,327,1.003,"med_itdpaid",2016-03-31
"1989.3272",1989,327,1.003,"med_itdpaid",2017-03-31
"1990.3272",1990,327,1.002,"med_itdpaid",2018-03-31
"1991.3272",1991,327,1.004,"med_itdpaid",2019-03-31
"1983.3392",1983,339,1.004,"med_itdpaid",2012-03-31
"1984.3392",1984,339,1.003,"med_itdpaid",2013-03-31
"1985.3392",1985,339,1.003,"med_itdpaid",2014-03-31
"1986.3392",1986,339,1.006,"med_itdpaid",2015-03-31
"1987.3392",1987,339,1.003,"med_itdpaid",2016-03-31
"1988.3392",1988,339,1.003,"med_itdpaid",2017-03-31
"1989.3392",1989,339,1.003,"med_itdpaid",2018-03-31
"1990.3392",1990,339,1.003,"med_itdpaid",2019-03-31
"1983.3512",1983,351,1.004,"med_itdpaid",2013-03-31
"1984.3512",1984,351,1.003,"med_itdpaid",2014-03-31
"1985.3512",1985,351,1.003,"med_itdpaid",2015-03-31
"1986.3512",1986,351,1.004,"med_itdpaid",2016-03-31
"1987.3512",1987,351,1.003,"med_itdpaid",2017-03-31
"1988.3512",1988,351,1.003,"med_itdpaid",2018-03-31
"1989.3512",1989,351,1.003,"med_itdpaid",2019-03-31
"1983.3632",1983,363,1.004,"med_itdpaid",2014-03-31
"1984.3632",1984,363,1.002,"med_itdpaid",2015-03-31
"1985.3632",1985,363,1.002,"med_itdpaid",2016-03-31
"1986.3632",1986,363,1.006,"med_itdpaid",2017-03-31
"1987.3632",1987,363,1.002,"med_itdpaid",2018-03-31
"1988.3632",1988,363,1.004,"med_itdpaid",2019-03-31
"1983.3752",1983,375,1.003,"med_itdpaid",2015-03-31
"1984.3752",1984,375,1.003,"med_itdpaid",2016-03-31
"1985.3752",1985,375,1.003,"med_itdpaid",2017-03-31
"1986.3752",1986,375,1.004,"med_itdpaid",2018-03-31
"1987.3752",1987,375,1.003,"med_itdpaid",2019-03-31
"1983.3872",1983,387,1.003,"med_itdpaid",2016-03-31
"1984.3872",1984,387,1.002,"med_itdpaid",2017-03-31
"1985.3872",1985,387,1.002,"med_itdpaid",2018-03-31
"1986.3872",1986,387,1.003,"med_itdpaid",2019-03-31
"1983.3992",1983,399,1.004,"med_itdpaid",2017-03-31
"1984.3992",1984,399,1.001,"med_itdpaid",2018-03-31
"1985.3992",1985,399,1.002,"med_itdpaid",2019-03-31
"2008.153",2008,15,1.378,"med_itdrptd",2010-03-31
"2009.153",2009,15,1.431,"med_itdrptd",2011-03-31
"2010.153",2010,15,1.431,"med_itdrptd",2012-03-31
"2011.153",2011,15,1.452,"med_itdrptd",2013-03-31
"2012.153",2012,15,1.391,"med_itdrptd",2014-03-31
"2013.153",2013,15,1.353,"med_itdrptd",2015-03-31
"2014.153",2014,15,1.325,"med_itdrptd",2016-03-31
"2015.153",2015,15,1.314,"med_itdrptd",2017-03-31
"2016.153",2016,15,1.287,"med_itdrptd",2018-03-31
"2017.153",2017,15,1.261,"med_itdrptd",2019-03-31
"2007.273",2007,27,1.171,"med_itdrptd",2010-03-31
"2008.273",2008,27,1.189,"med_itdrptd",2011-03-31
"2009.273",2009,27,1.182,"med_itdrptd",2012-03-31
"2010.273",2010,27,1.212,"med_itdrptd",2013-03-31
"2011.273",2011,27,1.185,"med_itdrptd",2014-03-31
"2012.273",2012,27,1.153,"med_itdrptd",2015-03-31
"2013.273",2013,27,1.119,"med_itdrptd",2016-03-31
"2014.273",2014,27,1.135,"med_itdrptd",2017-03-31
"2015.273",2015,27,1.118,"med_itdrptd",2018-03-31
"2016.273",2016,27,1.093,"med_itdrptd",2019-03-31
"2006.393",2006,39,1.095,"med_itdrptd",2010-03-31
"2007.393",2007,39,1.114,"med_itdrptd",2011-03-31
"2008.393",2008,39,1.116,"med_itdrptd",2012-03-31
"2009.393",2009,39,1.133,"med_itdrptd",2013-03-31
"2010.393",2010,39,1.117,"med_itdrptd",2014-03-31
"2011.393",2011,39,1.103,"med_itdrptd",2015-03-31
"2012.393",2012,39,1.078,"med_itdrptd",2016-03-31
"2013.393",2013,39,1.077,"med_itdrptd",2017-03-31
"2014.393",2014,39,1.064,"med_itdrptd",2018-03-31
"2015.393",2015,39,1.05,"med_itdrptd",2019-03-31
"2005.513",2005,51,1.08,"med_itdrptd",2010-03-31
"2006.513",2006,51,1.076,"med_itdrptd",2011-03-31
"2007.513",2007,51,1.078,"med_itdrptd",2012-03-31
"2008.513",2008,51,1.087,"med_itdrptd",2013-03-31
"2009.513",2009,51,1.08,"med_itdrptd",2014-03-31
"2010.513",2010,51,1.068,"med_itdrptd",2015-03-31
"2011.513",2011,51,1.059,"med_itdrptd",2016-03-31
"2012.513",2012,51,1.051,"med_itdrptd",2017-03-31
"2013.513",2013,51,1.031,"med_itdrptd",2018-03-31
"2014.513",2014,51,1.033,"med_itdrptd",2019-03-31
"2004.633",2004,63,1.056,"med_itdrptd",2010-03-31
"2005.633",2005,63,1.074,"med_itdrptd",2011-03-31
"2006.633",2006,63,1.061,"med_itdrptd",2012-03-31
"2007.633",2007,63,1.069,"med_itdrptd",2013-03-31
"2008.633",2008,63,1.058,"med_itdrptd",2014-03-31
"2009.633",2009,63,1.049,"med_itdrptd",2015-03-31
"2010.633",2010,63,1.036,"med_itdrptd",2016-03-31
"2011.633",2011,63,1.025,"med_itdrptd",2017-03-31
"2012.633",2012,63,1.025,"med_itdrptd",2018-03-31
"2013.633",2013,63,1.023,"med_itdrptd",2019-03-31
"2003.753",2003,75,1.043,"med_itdrptd",2010-03-31
"2004.753",2004,75,1.062,"med_itdrptd",2011-03-31
"2005.753",2005,75,1.057,"med_itdrptd",2012-03-31
"2006.753",2006,75,1.049,"med_itdrptd",2013-03-31
"2007.753",2007,75,1.041,"med_itdrptd",2014-03-31
"2008.753",2008,75,1.035,"med_itdrptd",2015-03-31
"2009.753",2009,75,1.025,"med_itdrptd",2016-03-31
"2010.753",2010,75,1.023,"med_itdrptd",2017-03-31
"2011.753",2011,75,1.016,"med_itdrptd",2018-03-31
"2012.753",2012,75,1.014,"med_itdrptd",2019-03-31
"2002.873",2002,87,1.034,"med_itdrptd",2010-03-31
"2003.873",2003,87,1.04,"med_itdrptd",2011-03-31
"2004.873",2004,87,1.038,"med_itdrptd",2012-03-31
"2005.873",2005,87,1.04,"med_itdrptd",2013-03-31
"2006.873",2006,87,1.037,"med_itdrptd",2014-03-31
"2007.873",2007,87,1.028,"med_itdrptd",2015-03-31
"2008.873",2008,87,1.02,"med_itdrptd",2016-03-31
"2009.873",2009,87,1.014,"med_itdrptd",2017-03-31
"2010.873",2010,87,1.011,"med_itdrptd",2018-03-31
"2011.873",2011,87,1.011,"med_itdrptd",2019-03-31
"2001.993",2001,99,1.035,"med_itdrptd",2010-03-31
"2002.993",2002,99,1.028,"med_itdrptd",2011-03-31
"2003.993",2003,99,1.036,"med_itdrptd",2012-03-31
"2004.993",2004,99,1.032,"med_itdrptd",2013-03-31
"2005.993",2005,99,1.027,"med_itdrptd",2014-03-31
"2006.993",2006,99,1.018,"med_itdrptd",2015-03-31
"2007.993",2007,99,1.015,"med_itdrptd",2016-03-31
"2008.993",2008,99,1.009,"med_itdrptd",2017-03-31
"2009.993",2009,99,1.006,"med_itdrptd",2018-03-31
"2010.993",2010,99,1.011,"med_itdrptd",2019-03-31
"2000.1113",2000,111,1.019,"med_itdrptd",2010-03-31
"2001.1113",2001,111,1.03,"med_itdrptd",2011-03-31
"2002.1113",2002,111,1.027,"med_itdrptd",2012-03-31
"2003.1113",2003,111,1.025,"med_itdrptd",2013-03-31
"2004.1113",2004,111,1.026,"med_itdrptd",2014-03-31
"2005.1113",2005,111,1.018,"med_itdrptd",2015-03-31
"2006.1113",2006,111,1.007,"med_itdrptd",2016-03-31
"2007.1113",2007,111,1.005,"med_itdrptd",2017-03-31
"2008.1113",2008,111,1.004,"med_itdrptd",2018-03-31
"2009.1113",2009,111,1.004,"med_itdrptd",2019-03-31
"1999.1233",1999,123,1.018,"med_itdrptd",2010-03-31
"2000.1233",2000,123,1.022,"med_itdrptd",2011-03-31
"2001.1233",2001,123,1.02,"med_itdrptd",2012-03-31
"2002.1233",2002,123,1.02,"med_itdrptd",2013-03-31
"2003.1233",2003,123,1.019,"med_itdrptd",2014-03-31
"2004.1233",2004,123,1.008,"med_itdrptd",2015-03-31
"2005.1233",2005,123,1.005,"med_itdrptd",2016-03-31
"2006.1233",2006,123,1.003,"med_itdrptd",2017-03-31
"2007.1233",2007,123,1.004,"med_itdrptd",2018-03-31
"2008.1233",2008,123,1.002,"med_itdrptd",2019-03-31
"1998.1353",1998,135,1.02,"med_itdrptd",2010-03-31
"1999.1353",1999,135,1.017,"med_itdrptd",2011-03-31
"2000.1353",2000,135,1.016,"med_itdrptd",2012-03-31
"2001.1353",2001,135,1.018,"med_itdrptd",2013-03-31
"2002.1353",2002,135,1.013,"med_itdrptd",2014-03-31
"2003.1353",2003,135,1.009,"med_itdrptd",2015-03-31
"2004.1353",2004,135,1.004,"med_itdrptd",2016-03-31
"2005.1353",2005,135,1.003,"med_itdrptd",2017-03-31
"2006.1353",2006,135,1.001,"med_itdrptd",2018-03-31
"2007.1353",2007,135,1.003,"med_itdrptd",2019-03-31
"1997.1473",1997,147,1.018,"med_itdrptd",2010-03-31
"1998.1473",1998,147,1.01,"med_itdrptd",2011-03-31
"1999.1473",1999,147,1.014,"med_itdrptd",2012-03-31
"2000.1473",2000,147,1.017,"med_itdrptd",2013-03-31
"2001.1473",2001,147,1.018,"med_itdrptd",2014-03-31
"2002.1473",2002,147,1.007,"med_itdrptd",2015-03-31
"2003.1473",2003,147,1.001,"med_itdrptd",2016-03-31
"2004.1473",2004,147,0.999,"med_itdrptd",2017-03-31
"2005.1473",2005,147,1.003,"med_itdrptd",2018-03-31
"2006.1473",2006,147,1.003,"med_itdrptd",2019-03-31
"1996.1593",1996,159,1.015,"med_itdrptd",2010-03-31
"1997.1593",1997,159,1.009,"med_itdrptd",2011-03-31
"1998.1593",1998,159,1.01,"med_itdrptd",2012-03-31
"1999.1593",1999,159,1.009,"med_itdrptd",2013-03-31
"2000.1593",2000,159,1.012,"med_itdrptd",2014-03-31
"2001.1593",2001,159,1.006,"med_itdrptd",2015-03-31
"2002.1593",2002,159,0.998,"med_itdrptd",2016-03-31
"2003.1593",2003,159,0.999,"med_itdrptd",2017-03-31
"2004.1593",2004,159,0.998,"med_itdrptd",2018-03-31
"2005.1593",2005,159,0.998,"med_itdrptd",2019-03-31
"1995.1713",1995,171,1.016,"med_itdrptd",2010-03-31
"1996.1713",1996,171,1.013,"med_itdrptd",2011-03-31
"1997.1713",1997,171,1.01,"med_itdrptd",2012-03-31
"1998.1713",1998,171,1.013,"med_itdrptd",2013-03-31
"1999.1713",1999,171,1.012,"med_itdrptd",2014-03-31
"2000.1713",2000,171,1.005,"med_itdrptd",2015-03-31
"2001.1713",2001,171,0.998,"med_itdrptd",2016-03-31
"2002.1713",2002,171,0.999,"med_itdrptd",2017-03-31
"2003.1713",2003,171,0.999,"med_itdrptd",2018-03-31
"2004.1713",2004,171,0.998,"med_itdrptd",2019-03-31
"1994.1833",1994,183,1.021,"med_itdrptd",2010-03-31
"1995.1833",1995,183,1.005,"med_itdrptd",2011-03-31
"1996.1833",1996,183,1.012,"med_itdrptd",2012-03-31
"1997.1833",1997,183,1.005,"med_itdrptd",2013-03-31
"1998.1833",1998,183,1.007,"med_itdrptd",2014-03-31
"1999.1833",1999,183,1.003,"med_itdrptd",2015-03-31
"2000.1833",2000,183,0.998,"med_itdrptd",2016-03-31
"2001.1833",2001,183,0.999,"med_itdrptd",2017-03-31
"2002.1833",2002,183,0.999,"med_itdrptd",2018-03-31
"2003.1833",2003,183,1.001,"med_itdrptd",2019-03-31
"1993.1953",1993,195,1.008,"med_itdrptd",2010-03-31
"1994.1953",1994,195,1.011,"med_itdrptd",2011-03-31
"1995.1953",1995,195,1.01,"med_itdrptd",2012-03-31
"1996.1953",1996,195,1.008,"med_itdrptd",2013-03-31
"1997.1953",1997,195,1.004,"med_itdrptd",2014-03-31
"1998.1953",1998,195,1.012,"med_itdrptd",2015-03-31
"1999.1953",1999,195,1,"med_itdrptd",2016-03-31
"2000.1953",2000,195,0.995,"med_itdrptd",2017-03-31
"2001.1953",2001,195,0.996,"med_itdrptd",2018-03-31
"2002.1953",2002,195,0.999,"med_itdrptd",2019-03-31
"1992.2073",1992,207,1.009,"med_itdrptd",2010-03-31
"1993.2073",1993,207,1.005,"med_itdrptd",2011-03-31
"1994.2073",1994,207,1.011,"med_itdrptd",2012-03-31
"1995.2073",1995,207,1.012,"med_itdrptd",2013-03-31
"1996.2073",1996,207,1.007,"med_itdrptd",2014-03-31
"1997.2073",1997,207,1,"med_itdrptd",2015-03-31
"1998.2073",1998,207,0.999,"med_itdrptd",2016-03-31
"1999.2073",1999,207,0.998,"med_itdrptd",2017-03-31
"2000.2073",2000,207,0.997,"med_itdrptd",2018-03-31
"2001.2073",2001,207,1.002,"med_itdrptd",2019-03-31
"1991.2193",1991,219,1.006,"med_itdrptd",2010-03-31
"1992.2193",1992,219,1.001,"med_itdrptd",2011-03-31
"1993.2193",1993,219,1.013,"med_itdrptd",2012-03-31
"1994.2193",1994,219,1.005,"med_itdrptd",2013-03-31
"1995.2193",1995,219,0.996,"med_itdrptd",2014-03-31
"1996.2193",1996,219,1.003,"med_itdrptd",2015-03-31
"1997.2193",1997,219,0.995,"med_itdrptd",2016-03-31
"1998.2193",1998,219,1,"med_itdrptd",2017-03-31
"1999.2193",1999,219,0.997,"med_itdrptd",2018-03-31
"2000.2193",2000,219,0.998,"med_itdrptd",2019-03-31
"1990.2313",1990,231,1.008,"med_itdrptd",2010-03-31
"1991.2313",1991,231,1.005,"med_itdrptd",2011-03-31
"1992.2313",1992,231,1.003,"med_itdrptd",2012-03-31
"1993.2313",1993,231,1.013,"med_itdrptd",2013-03-31
"1994.2313",1994,231,1.006,"med_itdrptd",2014-03-31
"1995.2313",1995,231,1.007,"med_itdrptd",2015-03-31
"1996.2313",1996,231,1,"med_itdrptd",2016-03-31
"1997.2313",1997,231,0.997,"med_itdrptd",2017-03-31
"1998.2313",1998,231,0.996,"med_itdrptd",2018-03-31
"1999.2313",1999,231,1.002,"med_itdrptd",2019-03-31
"1989.2433",1989,243,1.008,"med_itdrptd",2010-03-31
"1990.2433",1990,243,1.005,"med_itdrptd",2011-03-31
"1991.2433",1991,243,1.002,"med_itdrptd",2012-03-31
"1992.2433",1992,243,1.005,"med_itdrptd",2013-03-31
"1993.2433",1993,243,1.001,"med_itdrptd",2014-03-31
"1994.2433",1994,243,1.004,"med_itdrptd",2015-03-31
"1995.2433",1995,243,1,"med_itdrptd",2016-03-31
"1996.2433",1996,243,1.001,"med_itdrptd",2017-03-31
"1997.2433",1997,243,0.998,"med_itdrptd",2018-03-31
"1998.2433",1998,243,1,"med_itdrptd",2019-03-31
"1988.2553",1988,255,1.005,"med_itdrptd",2010-03-31
"1989.2553",1989,255,1.005,"med_itdrptd",2011-03-31
"1990.2553",1990,255,1.003,"med_itdrptd",2012-03-31
"1991.2553",1991,255,1.004,"med_itdrptd",2013-03-31
"1992.2553",1992,255,1.003,"med_itdrptd",2014-03-31
"1993.2553",1993,255,1.001,"med_itdrptd",2015-03-31
"1994.2553",1994,255,1.001,"med_itdrptd",2016-03-31
"1995.2553",1995,255,0.997,"med_itdrptd",2017-03-31
"1996.2553",1996,255,0.998,"med_itdrptd",2018-03-31
"1997.2553",1997,255,1,"med_itdrptd",2019-03-31
"1987.2673",1987,267,1.01,"med_itdrptd",2010-03-31
"1988.2673",1988,267,1.005,"med_itdrptd",2011-03-31
"1989.2673",1989,267,1.006,"med_itdrptd",2012-03-31
"1990.2673",1990,267,1.002,"med_itdrptd",2013-03-31
"1991.2673",1991,267,1.001,"med_itdrptd",2014-03-31
"1992.2673",1992,267,1.003,"med_itdrptd",2015-03-31
"1993.2673",1993,267,0.999,"med_itdrptd",2016-03-31
"1994.2673",1994,267,0.996,"med_itdrptd",2017-03-31
"1995.2673",1995,267,0.998,"med_itdrptd",2018-03-31
"1996.2673",1996,267,0.996,"med_itdrptd",2019-03-31
"1986.2793",1986,279,1.006,"med_itdrptd",2010-03-31
"1987.2793",1987,279,0.999,"med_itdrptd",2011-03-31
"1988.2793",1988,279,1.001,"med_itdrptd",2012-03-31
"1989.2793",1989,279,1.007,"med_itdrptd",2013-03-31
"1990.2793",1990,279,1.004,"med_itdrptd",2014-03-31
"1991.2793",1991,279,1.003,"med_itdrptd",2015-03-31
"1992.2793",1992,279,0.999,"med_itdrptd",2016-03-31
"1993.2793",1993,279,0.996,"med_itdrptd",2017-03-31
"1994.2793",1994,279,0.997,"med_itdrptd",2018-03-31
"1995.2793",1995,279,0.999,"med_itdrptd",2019-03-31
"1985.2913",1985,291,1.002,"med_itdrptd",2010-03-31
"1986.2913",1986,291,1.006,"med_itdrptd",2011-03-31
"1987.2913",1987,291,1.006,"med_itdrptd",2012-03-31
"1988.2913",1988,291,1.005,"med_itdrptd",2013-03-31
"1989.2913",1989,291,1,"med_itdrptd",2014-03-31
"1990.2913",1990,291,0.997,"med_itdrptd",2015-03-31
"1991.2913",1991,291,1.001,"med_itdrptd",2016-03-31
"1992.2913",1992,291,1,"med_itdrptd",2017-03-31
"1993.2913",1993,291,1,"med_itdrptd",2018-03-31
"1994.2913",1994,291,0.998,"med_itdrptd",2019-03-31
"1984.3033",1984,303,1.002,"med_itdrptd",2010-03-31
"1985.3033",1985,303,1.004,"med_itdrptd",2011-03-31
"1986.3033",1986,303,1.005,"med_itdrptd",2012-03-31
"1987.3033",1987,303,1.003,"med_itdrptd",2013-03-31
"1988.3033",1988,303,1.002,"med_itdrptd",2014-03-31
"1989.3033",1989,303,1.002,"med_itdrptd",2015-03-31
"1990.3033",1990,303,1.001,"med_itdrptd",2016-03-31
"1991.3033",1991,303,0.999,"med_itdrptd",2017-03-31
"1992.3033",1992,303,1.002,"med_itdrptd",2018-03-31
"1993.3033",1993,303,1,"med_itdrptd",2019-03-31
"1983.3153",1983,315,1.003,"med_itdrptd",2010-03-31
"1984.3153",1984,315,1.004,"med_itdrptd",2011-03-31
"1985.3153",1985,315,1.004,"med_itdrptd",2012-03-31
"1986.3153",1986,315,1.005,"med_itdrptd",2013-03-31
"1987.3153",1987,315,1.005,"med_itdrptd",2014-03-31
"1988.3153",1988,315,1.003,"med_itdrptd",2015-03-31
"1989.3153",1989,315,0.999,"med_itdrptd",2016-03-31
"1990.3153",1990,315,1.001,"med_itdrptd",2017-03-31
"1991.3153",1991,315,0.999,"med_itdrptd",2018-03-31
"1992.3153",1992,315,0.998,"med_itdrptd",2019-03-31
"1983.3273",1983,327,1.003,"med_itdrptd",2011-03-31
"1984.3273",1984,327,1.003,"med_itdrptd",2012-03-31
"1985.3273",1985,327,1.003,"med_itdrptd",2013-03-31
"1986.3273",1986,327,1.004,"med_itdrptd",2014-03-31
"1987.3273",1987,327,1.003,"med_itdrptd",2015-03-31
"1988.3273",1988,327,1.002,"med_itdrptd",2016-03-31
"1989.3273",1989,327,0.999,"med_itdrptd",2017-03-31
"1990.3273",1990,327,0.999,"med_itdrptd",2018-03-31
"1991.3273",1991,327,0.998,"med_itdrptd",2019-03-31
"1983.3393",1983,339,1.005,"med_itdrptd",2012-03-31
"1984.3393",1984,339,1,"med_itdrptd",2013-03-31
"1985.3393",1985,339,1.004,"med_itdrptd",2014-03-31
"1986.3393",1986,339,1.002,"med_itdrptd",2015-03-31
"1987.3393",1987,339,1.001,"med_itdrptd",2016-03-31
"1988.3393",1988,339,1,"med_itdrptd",2017-03-31
"1989.3393",1989,339,1,"med_itdrptd",2018-03-31
"1990.3393",1990,339,0.998,"med_itdrptd",2019-03-31
"1983.3513",1983,351,1.003,"med_itdrptd",2013-03-31
"1984.3513",1984,351,1.004,"med_itdrptd",2014-03-31
"1985.3513",1985,351,1,"med_itdrptd",2015-03-31
"1986.3513",1986,351,1.001,"med_itdrptd",2016-03-31
"1987.3513",1987,351,0.999,"med_itdrptd",2017-03-31
"1988.3513",1988,351,0.998,"med_itdrptd",2018-03-31
"1989.3513",1989,351,0.999,"med_itdrptd",2019-03-31
"1983.3633",1983,363,1.003,"med_itdrptd",2014-03-31
"1984.3633",1984,363,0.999,"med_itdrptd",2015-03-31
"1985.3633",1985,363,0.999,"med_itdrptd",2016-03-31
"1986.3633",1986,363,0.998,"med_itdrptd",2017-03-31
"1987.3633",1987,363,1.001,"med_itdrptd",2018-03-31
"1988.3633",1988,363,1,"med_itdrptd",2019-03-31
"1983.3753",1983,375,1.002,"med_itdrptd",2015-03-31
"1984.3753",1984,375,0.999,"med_itdrptd",2016-03-31
"1985.3753",1985,375,0.999,"med_itdrptd",2017-03-31
"1986.3753",1986,375,1.004,"med_itdrptd",2018-03-31
"1987.3753",1987,375,0.999,"med_itdrptd",2019-03-31
"1983.3873",1983,387,0.997,"med_itdrptd",2016-03-31
"1984.3873",1984,387,1.001,"med_itdrptd",2017-03-31
"1985.3873",1985,387,1,"med_itdrptd",2018-03-31
"1986.3873",1986,387,1.004,"med_itdrptd",2019-03-31
"1983.3993",1983,399,0.999,"med_itdrptd",2017-03-31
"1984.3993",1984,399,1,"med_itdrptd",2018-03-31
"1985.3993",1985,399,1.001,"med_itdrptd",2019-03-31
